property_temp,timestamp,unit_of_measure_weather,temperature,weather_station_agency,weather_station_id,metering_point_id,property,unit_of_measure,value,consumption_from,consumption_to,consumption_value
temperature,2017-10-16,C,13.6444539626,local,TDS9,TDS9,energy,MWh,3800.6,2017-10-15,2017-10-16,1.2999999999997272
temperature,2017-10-16,C,13.6444539626,local,TDS9,TDS9,flow,m3,56617.8,2017-10-15,2017-10-16,19.200000000004366
temperature,2017-10-17,C,13.6602579355,local,TDS9,TDS9,energy,MWh,3801.66,2017-10-16,2017-10-17,1.0599999999999454
temperature,2017-10-17,C,13.6602579355,local,TDS9,TDS9,flow,m3,56632.4,2017-10-16,2017-10-17,14.599999999998545
temperature,2017-10-18,C,13.7334941626,local,TDS9,TDS9,energy,MWh,3802.71,2017-10-17,2017-10-18,1.050000000000182
temperature,2017-10-18,C,13.7334941626,local,TDS9,TDS9,flow,m3,56647.6,2017-10-17,2017-10-18,15.19999999999709
temperature,2017-10-19,C,9.9440311591,local,TDS9,TDS9,energy,MWh,3804.54,2017-10-18,2017-10-19,1.8299999999999272
temperature,2017-10-19,C,9.9440311591,local,TDS9,TDS9,flow,m3,56677.5,2017-10-18,2017-10-19,29.900000000001455
temperature,2017-10-20,C,7.7178781827,local,TDS9,TDS9,energy,MWh,3806.53,2017-10-19,2017-10-20,1.9900000000002365
temperature,2017-10-20,C,7.7178781827,local,TDS9,TDS9,flow,m3,56707.6,2017-10-19,2017-10-20,30.099999999998545
temperature,2017-10-21,C,10.3246657848,local,TDS9,TDS9,energy,MWh,3808.24,2017-10-20,2017-10-21,1.7099999999995816
temperature,2017-10-21,C,10.3246657848,local,TDS9,TDS9,flow,m3,56730.9,2017-10-20,2017-10-21,23.30000000000291
temperature,2017-10-22,C,10.2497525613,local,TDS9,TDS9,energy,MWh,3810.06,2017-10-21,2017-10-22,1.8200000000001637
temperature,2017-10-22,C,10.2497525613,local,TDS9,TDS9,flow,m3,56757,2017-10-21,2017-10-22,26.099999999998545
temperature,2017-10-23,C,9.1348443826,local,TDS9,TDS9,energy,MWh,3811.98,2017-10-22,2017-10-23,1.9200000000000728
temperature,2017-10-23,C,9.1348443826,local,TDS9,TDS9,flow,m3,56786,2017-10-22,2017-10-23,29
temperature,2017-10-24,C,6.7309677203,local,TDS9,TDS9,energy,MWh,3814.27,2017-10-23,2017-10-24,2.2899999999999636
temperature,2017-10-24,C,6.7309677203,local,TDS9,TDS9,flow,m3,56819.4,2017-10-23,2017-10-24,33.400000000001455
temperature,2017-10-25,C,5.8520857493,local,TDS9,TDS9,energy,MWh,3816.62,2017-10-24,2017-10-25,2.349999999999909
temperature,2017-10-25,C,5.8520857493,local,TDS9,TDS9,flow,m3,56852.5,2017-10-24,2017-10-25,33.099999999998545
temperature,2017-10-26,C,10.3978818456,local,TDS9,TDS9,energy,MWh,3818.35,2017-10-25,2017-10-26,1.7300000000000182
temperature,2017-10-26,C,10.3978818456,local,TDS9,TDS9,flow,m3,56879.2,2017-10-25,2017-10-26,26.69999999999709
temperature,2017-10-27,C,11.6571635405,local,TDS9,TDS9,energy,MWh,3819.96,2017-10-26,2017-10-27,1.6100000000001273
temperature,2017-10-27,C,11.6571635405,local,TDS9,TDS9,flow,m3,56903.7,2017-10-26,2017-10-27,24.5
temperature,2017-10-28,C,8.253023386,local,TDS9,TDS9,energy,MWh,3821.95,2017-10-27,2017-10-28,1.9899999999997817
temperature,2017-10-28,C,8.253023386,local,TDS9,TDS9,flow,m3,56931.9,2017-10-27,2017-10-28,28.200000000004366
temperature,2017-10-29,C,11.059209664700001,local,TDS9,TDS9,energy,MWh,3823.73,2017-10-28,2017-10-29,1.7800000000002
temperature,2017-10-29,C,11.059209664700001,local,TDS9,TDS9,flow,m3,56957.5,2017-10-28,2017-10-29,25.599999999998545
temperature,2017-10-30,C,6.6950446129,local,TDS9,TDS9,energy,MWh,3826.17,2017-10-29,2017-10-30,2.4400000000000546
temperature,2017-10-30,C,6.6950446129,local,TDS9,TDS9,flow,m3,56991.1,2017-10-29,2017-10-30,33.599999999998545
temperature,2017-10-31,C,4.0945284441,local,TDS9,TDS9,energy,MWh,3828.86,2017-10-30,2017-10-31,2.6900000000000546
temperature,2017-10-31,C,4.0945284441,local,TDS9,TDS9,flow,m3,57029.9,2017-10-30,2017-10-31,38.80000000000291
temperature,2017-11-01,C,5.4063924644,local,TDS9,TDS9,energy,MWh,3831.2,2017-10-31,2017-11-01,2.3399999999996908
temperature,2017-11-01,C,5.4063924644,local,TDS9,TDS9,flow,m3,57060.2,2017-10-31,2017-11-01,30.299999999995634
temperature,2017-11-02,C,11.0605409145,local,TDS9,TDS9,energy,MWh,3832.9,2017-11-01,2017-11-02,1.7000000000002728
temperature,2017-11-02,C,11.0605409145,local,TDS9,TDS9,flow,m3,57083.5,2017-11-01,2017-11-02,23.30000000000291
temperature,2017-11-03,C,9.9368516306,local,TDS9,TDS9,energy,MWh,3834.87,2017-11-02,2017-11-03,1.9699999999998
temperature,2017-11-03,C,9.9368516306,local,TDS9,TDS9,flow,m3,57110.9,2017-11-02,2017-11-03,27.400000000001455
temperature,2017-11-04,C,6.2384742846,local,TDS9,TDS9,energy,MWh,3837.16,2017-11-03,2017-11-04,2.2899999999999636
temperature,2017-11-04,C,6.2384742846,local,TDS9,TDS9,flow,m3,57143.5,2017-11-03,2017-11-04,32.599999999998545
temperature,2017-11-05,C,9.7920497656,local,TDS9,TDS9,energy,MWh,3839.01,2017-11-04,2017-11-05,1.8500000000003638
temperature,2017-11-05,C,9.7920497656,local,TDS9,TDS9,flow,m3,57166.8,2017-11-04,2017-11-05,23.30000000000291
temperature,2017-11-06,C,9.612915953,local,TDS9,TDS9,energy,MWh,3841.04,2017-11-05,2017-11-06,2.0299999999997453
temperature,2017-11-06,C,9.612915953,local,TDS9,TDS9,flow,m3,57195.3,2017-11-05,2017-11-06,28.5
temperature,2017-11-07,C,6.6061288019,local,TDS9,TDS9,energy,MWh,3843.47,2017-11-06,2017-11-07,2.4299999999998363
temperature,2017-11-07,C,6.6061288019,local,TDS9,TDS9,flow,m3,57229.7,2017-11-06,2017-11-07,34.39999999999418
temperature,2017-11-08,C,4.8988782416,local,TDS9,TDS9,energy,MWh,3846.08,2017-11-07,2017-11-08,2.6100000000001273
temperature,2017-11-08,C,4.8988782416,local,TDS9,TDS9,flow,m3,57266,2017-11-07,2017-11-08,36.30000000000291
temperature,2017-11-09,C,4.1270150195,local,TDS9,TDS9,energy,MWh,3848.67,2017-11-08,2017-11-09,2.5900000000001455
temperature,2017-11-09,C,4.1270150195,local,TDS9,TDS9,flow,m3,57302.3,2017-11-08,2017-11-09,36.30000000000291
temperature,2017-11-10,C,8.3157241146,local,TDS9,TDS9,energy,MWh,3850.74,2017-11-09,2017-11-10,2.069999999999709
temperature,2017-11-10,C,8.3157241146,local,TDS9,TDS9,flow,m3,57329.6,2017-11-09,2017-11-10,27.299999999995634
temperature,2017-11-11,C,6.642790397,local,TDS9,TDS9,energy,MWh,3853.11,2017-11-10,2017-11-11,2.3700000000003456
temperature,2017-11-11,C,6.642790397,local,TDS9,TDS9,flow,m3,57363.6,2017-11-10,2017-11-11,34
temperature,2017-11-12,C,5.3863861461,local,TDS9,TDS9,energy,MWh,3855.83,2017-11-11,2017-11-12,2.7199999999998
temperature,2017-11-12,C,5.3863861461,local,TDS9,TDS9,flow,m3,57400.4,2017-11-11,2017-11-12,36.80000000000291
temperature,2017-11-13,C,2.4297550287,local,TDS9,TDS9,energy,MWh,3858.91,2017-11-12,2017-11-13,3.0799999999999272
temperature,2017-11-13,C,2.4297550287,local,TDS9,TDS9,flow,m3,57449.8,2017-11-12,2017-11-13,49.400000000001455
temperature,2017-11-14,C,1.0207268538,local,TDS9,TDS9,energy,MWh,3862.09,2017-11-13,2017-11-14,3.180000000000291
temperature,2017-11-14,C,1.0207268538,local,TDS9,TDS9,flow,m3,57495.9,2017-11-13,2017-11-14,46.099999999998545
temperature,2017-11-15,C,3.0570698269,local,TDS9,TDS9,energy,MWh,3864.93,2017-11-14,2017-11-15,2.8399999999996908
temperature,2017-11-15,C,3.0570698269,local,TDS9,TDS9,flow,m3,57532.4,2017-11-14,2017-11-15,36.5
temperature,2017-11-16,C,6.5418660243,local,TDS9,TDS9,energy,MWh,3867.49,2017-11-15,2017-11-16,2.5599999999999454
temperature,2017-11-16,C,6.5418660243,local,TDS9,TDS9,flow,m3,57569.9,2017-11-15,2017-11-16,37.5
temperature,2017-11-17,C,5.31820559,local,TDS9,TDS9,energy,MWh,3870.09,2017-11-16,2017-11-17,2.600000000000364
temperature,2017-11-17,C,5.31820559,local,TDS9,TDS9,flow,m3,57606.2,2017-11-16,2017-11-17,36.299999999995634
temperature,2017-11-18,C,7.7384380102,local,TDS9,TDS9,energy,MWh,3872.4,2017-11-17,2017-11-18,2.3099999999999454
temperature,2017-11-18,C,7.7384380102,local,TDS9,TDS9,flow,m3,57640.5,2017-11-17,2017-11-18,34.30000000000291
temperature,2017-11-19,C,6.2369748354,local,TDS9,TDS9,energy,MWh,3874.95,2017-11-18,2017-11-19,2.549999999999727
temperature,2017-11-19,C,6.2369748354,local,TDS9,TDS9,flow,m3,57676.9,2017-11-18,2017-11-19,36.400000000001455
temperature,2017-11-20,C,1.3303022049,local,TDS9,TDS9,energy,MWh,3878.08,2017-11-19,2017-11-20,3.130000000000109
temperature,2017-11-20,C,1.3303022049,local,TDS9,TDS9,flow,m3,57724.8,2017-11-19,2017-11-20,47.900000000001455
temperature,2017-11-21,C,-2.8192489247,local,TDS9,TDS9,energy,MWh,3881.65,2017-11-20,2017-11-21,3.5700000000001637
temperature,2017-11-21,C,-2.8192489247,local,TDS9,TDS9,flow,m3,57778.9,2017-11-20,2017-11-21,54.099999999998545
temperature,2017-11-22,C,-3.0242150525,local,TDS9,TDS9,energy,MWh,3885.2,2017-11-21,2017-11-22,3.549999999999727
temperature,2017-11-22,C,-3.0242150525,local,TDS9,TDS9,flow,m3,57831,2017-11-21,2017-11-22,52.099999999998545
temperature,2017-11-23,C,2.5066383102,local,TDS9,TDS9,energy,MWh,3888.18,2017-11-22,2017-11-23,2.980000000000018
temperature,2017-11-23,C,2.5066383102,local,TDS9,TDS9,flow,m3,57875.4,2017-11-22,2017-11-23,44.400000000001455
temperature,2017-11-24,C,9.0867548386,local,TDS9,TDS9,energy,MWh,3890.45,2017-11-23,2017-11-24,2.269999999999982
temperature,2017-11-24,C,9.0867548386,local,TDS9,TDS9,flow,m3,57905.3,2017-11-23,2017-11-24,29.900000000001455
temperature,2017-11-25,C,5.8705791334,local,TDS9,TDS9,energy,MWh,3893.17,2017-11-24,2017-11-25,2.7200000000002547
temperature,2017-11-25,C,5.8705791334,local,TDS9,TDS9,flow,m3,57945.2,2017-11-24,2017-11-25,39.89999999999418
temperature,2017-11-26,C,3.7863940299,local,TDS9,TDS9,energy,MWh,3896.16,2017-11-25,2017-11-26,2.9899999999997817
temperature,2017-11-26,C,3.7863940299,local,TDS9,TDS9,flow,m3,57985.1,2017-11-25,2017-11-26,39.900000000001455
temperature,2017-11-27,C,4.8540241321,local,TDS9,TDS9,energy,MWh,3899.07,2017-11-26,2017-11-27,2.9100000000003092
temperature,2017-11-27,C,4.8540241321,local,TDS9,TDS9,flow,m3,58023.4,2017-11-26,2017-11-27,38.30000000000291
temperature,2017-11-28,C,4.6547709107,local,TDS9,TDS9,energy,MWh,3901.9,2017-11-27,2017-11-28,2.8299999999999272
temperature,2017-11-28,C,4.6547709107,local,TDS9,TDS9,flow,m3,58062.3,2017-11-27,2017-11-28,38.900000000001455
temperature,2017-11-29,C,2.7997152011,local,TDS9,TDS9,energy,MWh,3904.88,2017-11-28,2017-11-29,2.980000000000018
temperature,2017-11-29,C,2.7997152011,local,TDS9,TDS9,flow,m3,58107.8,2017-11-28,2017-11-29,45.5
temperature,2017-11-30,C,1.1140529041,local,TDS9,TDS9,energy,MWh,3908.06,2017-11-29,2017-11-30,3.1799999999998363
temperature,2017-11-30,C,1.1140529041,local,TDS9,TDS9,flow,m3,58153.6,2017-11-29,2017-11-30,45.799999999995634
temperature,2017-12-01,C,0.8727422891,local,TDS9,TDS9,energy,MWh,3911.4,2017-11-30,2017-12-01,3.3400000000001455
temperature,2017-12-01,C,0.8727422891,local,TDS9,TDS9,flow,m3,58201.5,2017-11-30,2017-12-01,47.900000000001455
temperature,2017-12-02,C,0.3612430822,local,TDS9,TDS9,energy,MWh,3914.82,2017-12-01,2017-12-02,3.4200000000000728
temperature,2017-12-02,C,0.3612430822,local,TDS9,TDS9,flow,m3,58251.1,2017-12-01,2017-12-02,49.599999999998545
temperature,2017-12-03,C,3.0145145531,local,TDS9,TDS9,energy,MWh,3918.01,2017-12-02,2017-12-03,3.1900000000000546
temperature,2017-12-03,C,3.0145145531,local,TDS9,TDS9,flow,m3,58300.5,2017-12-02,2017-12-03,49.400000000001455
temperature,2017-12-04,C,4.915191638,local,TDS9,TDS9,energy,MWh,3921.12,2017-12-03,2017-12-04,3.1099999999996726
temperature,2017-12-04,C,4.915191638,local,TDS9,TDS9,flow,m3,58348.3,2017-12-03,2017-12-04,47.80000000000291
temperature,2017-12-05,C,-0.4585463429,local,TDS9,TDS9,energy,MWh,3924.69,2017-12-04,2017-12-05,3.5700000000001637
temperature,2017-12-05,C,-0.4585463429,local,TDS9,TDS9,flow,m3,58406,2017-12-04,2017-12-05,57.69999999999709
temperature,2017-12-06,C,6.376717876,local,TDS9,TDS9,energy,MWh,3927.34,2017-12-05,2017-12-06,2.650000000000091
temperature,2017-12-06,C,6.376717876,local,TDS9,TDS9,flow,m3,58443,2017-12-05,2017-12-06,37
temperature,2017-12-07,C,8.3535883824,local,TDS9,TDS9,energy,MWh,3929.71,2017-12-06,2017-12-07,2.369999999999891
temperature,2017-12-07,C,8.3535883824,local,TDS9,TDS9,flow,m3,58477.9,2017-12-06,2017-12-07,34.900000000001455
temperature,2017-12-08,C,7.5020579894,local,TDS9,TDS9,energy,MWh,3932.21,2017-12-07,2017-12-08,2.5
temperature,2017-12-08,C,7.5020579894,local,TDS9,TDS9,flow,m3,58512.9,2017-12-07,2017-12-08,35
temperature,2017-12-09,C,5.6202950478,local,TDS9,TDS9,energy,MWh,3934.87,2017-12-08,2017-12-09,2.6599999999998545
temperature,2017-12-09,C,5.6202950478,local,TDS9,TDS9,flow,m3,58549.4,2017-12-08,2017-12-09,36.5
temperature,2017-12-10,C,4.6295491258,local,TDS9,TDS9,energy,MWh,3937.87,2017-12-09,2017-12-10,3
temperature,2017-12-10,C,4.6295491258,local,TDS9,TDS9,flow,m3,58589.5,2017-12-09,2017-12-10,40.099999999998545
temperature,2017-12-11,C,1.6435830335,local,TDS9,TDS9,energy,MWh,3941.14,2017-12-10,2017-12-11,3.269999999999982
temperature,2017-12-11,C,1.6435830335,local,TDS9,TDS9,flow,m3,58633.6,2017-12-10,2017-12-11,44.099999999998545
temperature,2017-12-12,C,-0.5070843796,local,TDS9,TDS9,energy,MWh,3944.59,2017-12-11,2017-12-12,3.450000000000273
temperature,2017-12-12,C,-0.5070843796,local,TDS9,TDS9,flow,m3,58691.4,2017-12-11,2017-12-12,57.80000000000291
temperature,2017-12-13,C,-1.0818455489,local,TDS9,TDS9,energy,MWh,3948.17,2017-12-12,2017-12-13,3.5799999999999272
temperature,2017-12-13,C,-1.0818455489,local,TDS9,TDS9,flow,m3,58749.6,2017-12-12,2017-12-13,58.19999999999709
temperature,2017-12-14,C,2.8014529993,local,TDS9,TDS9,energy,MWh,3951.39,2017-12-13,2017-12-14,3.2199999999998
temperature,2017-12-14,C,2.8014529993,local,TDS9,TDS9,flow,m3,58801.8,2017-12-13,2017-12-14,52.200000000004366
temperature,2017-12-15,C,1.4902839834,local,TDS9,TDS9,energy,MWh,3954.48,2017-12-14,2017-12-15,3.0900000000001455
temperature,2017-12-15,C,1.4902839834,local,TDS9,TDS9,flow,m3,58853.5,2017-12-14,2017-12-15,51.69999999999709
temperature,2017-12-16,C,0.7669013776,local,TDS9,TDS9,energy,MWh,3957.78,2017-12-15,2017-12-16,3.300000000000182
temperature,2017-12-16,C,0.7669013776,local,TDS9,TDS9,flow,m3,58901.6,2017-12-15,2017-12-16,48.099999999998545
temperature,2017-12-17,C,-0.9334048306,local,TDS9,TDS9,energy,MWh,3961.34,2017-12-16,2017-12-17,3.5599999999999454
temperature,2017-12-17,C,-0.9334048306,local,TDS9,TDS9,flow,m3,58951.3,2017-12-16,2017-12-17,49.700000000004366
temperature,2017-12-18,C,-1.8178712949,local,TDS9,TDS9,energy,MWh,3965.09,2017-12-17,2017-12-18,3.75
temperature,2017-12-18,C,-1.8178712949,local,TDS9,TDS9,flow,m3,59007.8,2017-12-17,2017-12-18,56.5
temperature,2017-12-19,C,3.0392488887,local,TDS9,TDS9,energy,MWh,3968.25,2017-12-18,2017-12-19,3.1599999999998545
temperature,2017-12-19,C,3.0392488887,local,TDS9,TDS9,flow,m3,59050.4,2017-12-18,2017-12-19,42.599999999998545
temperature,2017-12-20,C,1.9925298343,local,TDS9,TDS9,energy,MWh,3971.6,2017-12-19,2017-12-20,3.349999999999909
temperature,2017-12-20,C,1.9925298343,local,TDS9,TDS9,flow,m3,59103.3,2017-12-19,2017-12-20,52.900000000001455
temperature,2017-12-21,C,5.7914059758,local,TDS9,TDS9,energy,MWh,3974.29,2017-12-20,2017-12-21,2.6900000000000546
temperature,2017-12-21,C,5.7914059758,local,TDS9,TDS9,flow,m3,59142,2017-12-20,2017-12-21,38.69999999999709
temperature,2017-12-22,C,5.3012765249,local,TDS9,TDS9,energy,MWh,3977.24,2017-12-21,2017-12-22,2.949999999999818
temperature,2017-12-22,C,5.3012765249,local,TDS9,TDS9,flow,m3,59182.7,2017-12-21,2017-12-22,40.69999999999709
temperature,2017-12-23,C,5.8330285748,local,TDS9,TDS9,energy,MWh,3980.09,2017-12-22,2017-12-23,2.850000000000364
temperature,2017-12-23,C,5.8330285748,local,TDS9,TDS9,flow,m3,59225.3,2017-12-22,2017-12-23,42.60000000000582
temperature,2017-12-24,C,8.3607171178,local,TDS9,TDS9,energy,MWh,3982.46,2017-12-23,2017-12-24,2.369999999999891
temperature,2017-12-24,C,8.3607171178,local,TDS9,TDS9,flow,m3,59255.1,2017-12-23,2017-12-24,29.799999999995634
temperature,2017-12-25,C,6.7890174985,local,TDS9,TDS9,energy,MWh,3985.11,2017-12-24,2017-12-25,2.650000000000091
temperature,2017-12-25,C,6.7890174985,local,TDS9,TDS9,flow,m3,59289.6,2017-12-24,2017-12-25,34.5
temperature,2017-12-26,C,7.2277470032,local,TDS9,TDS9,energy,MWh,3987.59,2017-12-25,2017-12-26,2.480000000000018
temperature,2017-12-26,C,7.2277470032,local,TDS9,TDS9,flow,m3,59321.7,2017-12-25,2017-12-26,32.099999999998545
temperature,2017-12-27,C,5.880948325,local,TDS9,TDS9,energy,MWh,3990.29,2017-12-26,2017-12-27,2.699999999999818
temperature,2017-12-27,C,5.880948325,local,TDS9,TDS9,flow,m3,59360.6,2017-12-26,2017-12-27,38.900000000001455
temperature,2017-12-28,C,4.3465704024,local,TDS9,TDS9,energy,MWh,3993.16,2017-12-27,2017-12-28,2.869999999999891
temperature,2017-12-28,C,4.3465704024,local,TDS9,TDS9,flow,m3,59399.4,2017-12-27,2017-12-28,38.80000000000291
temperature,2017-12-29,C,3.8395550648,local,TDS9,TDS9,energy,MWh,3996.15,2017-12-28,2017-12-29,2.9900000000002365
temperature,2017-12-29,C,3.8395550648,local,TDS9,TDS9,flow,m3,59440,2017-12-28,2017-12-29,40.599999999998545
temperature,2017-12-30,C,3.6086351772,local,TDS9,TDS9,energy,MWh,3999.15,2017-12-29,2017-12-30,3
temperature,2017-12-30,C,3.6086351772,local,TDS9,TDS9,flow,m3,59483.8,2017-12-29,2017-12-30,43.80000000000291
temperature,2017-12-31,C,1.8162506297,local,TDS9,TDS9,energy,MWh,4002.29,2017-12-30,2017-12-31,3.1399999999998727
temperature,2017-12-31,C,1.8162506297,local,TDS9,TDS9,flow,m3,59530.4,2017-12-30,2017-12-31,46.599999999998545
temperature,2018-01-01,C,3.1410665264,local,TDS9,TDS9,energy,MWh,4005.43,2017-12-31,2018-01-01,3.1399999999998727
temperature,2018-01-01,C,3.1410665264,local,TDS9,TDS9,flow,m3,59572.2,2017-12-31,2018-01-01,41.799999999995634
temperature,2018-01-02,C,5.2099237442,local,TDS9,TDS9,energy,MWh,4008.24,2018-01-01,2018-01-02,2.8099999999999454
temperature,2018-01-02,C,5.2099237442,local,TDS9,TDS9,flow,m3,59611,2018-01-01,2018-01-02,38.80000000000291
temperature,2018-01-03,C,5.2386671106,local,TDS9,TDS9,energy,MWh,4011.03,2018-01-02,2018-01-03,2.7900000000004184
temperature,2018-01-03,C,5.2386671106,local,TDS9,TDS9,flow,m3,59646.1,2018-01-02,2018-01-03,35.099999999998545
temperature,2018-01-04,C,3.4211247166,local,TDS9,TDS9,energy,MWh,4013.99,2018-01-03,2018-01-04,2.9599999999995816
temperature,2018-01-04,C,3.4211247166,local,TDS9,TDS9,flow,m3,59688.4,2018-01-03,2018-01-04,42.30000000000291
temperature,2018-01-05,C,2.6187110345,local,TDS9,TDS9,energy,MWh,4017.02,2018-01-04,2018-01-05,3.0300000000002
temperature,2018-01-05,C,2.6187110345,local,TDS9,TDS9,flow,m3,59731.3,2018-01-04,2018-01-05,42.900000000001455
temperature,2018-01-06,C,1.6961544827,local,TDS9,TDS9,energy,MWh,4020.15,2018-01-05,2018-01-06,3.130000000000109
temperature,2018-01-06,C,1.6961544827,local,TDS9,TDS9,flow,m3,59774.9,2018-01-05,2018-01-06,43.599999999998545
temperature,2018-01-07,C,-1.7233409078,local,TDS9,TDS9,energy,MWh,4023.9,2018-01-06,2018-01-07,3.75
temperature,2018-01-07,C,-1.7233409078,local,TDS9,TDS9,flow,m3,59828.7,2018-01-06,2018-01-07,53.799999999995634
temperature,2018-01-08,C,-1.3383626541,local,TDS9,TDS9,energy,MWh,4027.59,2018-01-07,2018-01-08,3.6900000000000546
temperature,2018-01-08,C,-1.3383626541,local,TDS9,TDS9,flow,m3,59883.9,2018-01-07,2018-01-08,55.200000000004366
temperature,2018-01-09,C,3.0527641525,local,TDS9,TDS9,energy,MWh,4030.8,2018-01-08,2018-01-09,3.2100000000000364
temperature,2018-01-09,C,3.0527641525,local,TDS9,TDS9,flow,m3,59925.2,2018-01-08,2018-01-09,41.299999999995634
temperature,2018-01-10,C,2.1823807008,local,TDS9,TDS9,energy,MWh,4034.1,2018-01-09,2018-01-10,3.299999999999727
temperature,2018-01-10,C,2.1823807008,local,TDS9,TDS9,flow,m3,59972.5,2018-01-09,2018-01-10,47.30000000000291
temperature,2018-01-11,C,3.5618112087,local,TDS9,TDS9,energy,MWh,4037.24,2018-01-10,2018-01-11,3.1399999999998727
temperature,2018-01-11,C,3.5618112087,local,TDS9,TDS9,flow,m3,60014.7,2018-01-10,2018-01-11,42.19999999999709
temperature,2018-01-12,C,2.4355294962,local,TDS9,TDS9,energy,MWh,4040.55,2018-01-11,2018-01-12,3.3100000000004
temperature,2018-01-12,C,2.4355294962,local,TDS9,TDS9,flow,m3,60061.3,2018-01-11,2018-01-12,46.60000000000582
temperature,2018-01-13,C,0.868905051,local,TDS9,TDS9,energy,MWh,4043.92,2018-01-12,2018-01-13,3.369999999999891
temperature,2018-01-13,C,0.868905051,local,TDS9,TDS9,flow,m3,60109.9,2018-01-12,2018-01-13,48.599999999998545
temperature,2018-01-14,C,0.3027408822,local,TDS9,TDS9,energy,MWh,4047.47,2018-01-13,2018-01-14,3.549999999999727
temperature,2018-01-14,C,0.3027408822,local,TDS9,TDS9,flow,m3,60161,2018-01-13,2018-01-14,51.099999999998545
temperature,2018-01-15,C,-0.6734065659,local,TDS9,TDS9,energy,MWh,4051.16,2018-01-14,2018-01-15,3.6900000000000546
temperature,2018-01-15,C,-0.6734065659,local,TDS9,TDS9,flow,m3,60215,2018-01-14,2018-01-15,54
temperature,2018-01-16,C,-0.3174675406,local,TDS9,TDS9,energy,MWh,4054.66,2018-01-15,2018-01-16,3.5
temperature,2018-01-16,C,-0.3174675406,local,TDS9,TDS9,flow,m3,60268.7,2018-01-15,2018-01-16,53.69999999999709
temperature,2018-01-17,C,2.0230433891,local,TDS9,TDS9,energy,MWh,4057.95,2018-01-16,2018-01-17,3.2899999999999636
temperature,2018-01-17,C,2.0230433891,local,TDS9,TDS9,flow,m3,60315.5,2018-01-16,2018-01-17,46.80000000000291
temperature,2018-01-18,C,1.3436766416,local,TDS9,TDS9,energy,MWh,4061.32,2018-01-17,2018-01-18,3.3700000000003456
temperature,2018-01-18,C,1.3436766416,local,TDS9,TDS9,flow,m3,60362.5,2018-01-17,2018-01-18,47
temperature,2018-01-19,C,0.7800086575,local,TDS9,TDS9,energy,MWh,4064.76,2018-01-18,2018-01-19,3.4400000000000546
temperature,2018-01-19,C,0.7800086575,local,TDS9,TDS9,flow,m3,60409.1,2018-01-18,2018-01-19,46.599999999998545
temperature,2018-01-20,C,-1.8142995596,local,TDS9,TDS9,energy,MWh,4068.46,2018-01-19,2018-01-20,3.699999999999818
temperature,2018-01-20,C,-1.8142995596,local,TDS9,TDS9,flow,m3,60463.8,2018-01-19,2018-01-20,54.700000000004366
temperature,2018-01-21,C,0.2579269316,local,TDS9,TDS9,energy,MWh,4072.05,2018-01-20,2018-01-21,3.5900000000001455
temperature,2018-01-21,C,0.2579269316,local,TDS9,TDS9,flow,m3,60511.6,2018-01-20,2018-01-21,47.799999999995634
temperature,2018-01-22,C,0.1744297139,local,TDS9,TDS9,energy,MWh,4075.63,2018-01-21,2018-01-22,3.5799999999999272
temperature,2018-01-22,C,0.1744297139,local,TDS9,TDS9,flow,m3,60559.7,2018-01-21,2018-01-22,48.099999999998545
temperature,2018-01-23,C,-0.3185135863,local,TDS9,TDS9,energy,MWh,4079.26,2018-01-22,2018-01-23,3.630000000000109
temperature,2018-01-23,C,-0.3185135863,local,TDS9,TDS9,flow,m3,60610.4,2018-01-22,2018-01-23,50.700000000004366
temperature,2018-01-24,C,0.8447994722,local,TDS9,TDS9,energy,MWh,4082.71,2018-01-23,2018-01-24,3.449999999999818
temperature,2018-01-24,C,0.8447994722,local,TDS9,TDS9,flow,m3,60658,2018-01-23,2018-01-24,47.599999999998545
temperature,2018-01-25,C,6.3815433184,local,TDS9,TDS9,energy,MWh,4085.5,2018-01-24,2018-01-25,2.7899999999999636
temperature,2018-01-25,C,6.3815433184,local,TDS9,TDS9,flow,m3,60695,2018-01-24,2018-01-25,37
temperature,2018-01-26,C,5.7703675628,local,TDS9,TDS9,energy,MWh,4088.49,2018-01-25,2018-01-26,2.9899999999997817
temperature,2018-01-26,C,5.7703675628,local,TDS9,TDS9,flow,m3,60736.8,2018-01-25,2018-01-26,41.80000000000291
temperature,2018-01-27,C,4.7984197835,local,TDS9,TDS9,energy,MWh,4091.47,2018-01-26,2018-01-27,2.980000000000018
temperature,2018-01-27,C,4.7984197835,local,TDS9,TDS9,flow,m3,60777.9,2018-01-26,2018-01-27,41.099999999998545
temperature,2018-01-28,C,1.9572497413,local,TDS9,TDS9,energy,MWh,4094.89,2018-01-27,2018-01-28,3.4200000000000728
temperature,2018-01-28,C,1.9572497413,local,TDS9,TDS9,flow,m3,60830.8,2018-01-27,2018-01-28,52.900000000001455
temperature,2018-01-29,C,5.5412192345,local,TDS9,TDS9,energy,MWh,4097.82,2018-01-28,2018-01-29,2.9299999999998363
temperature,2018-01-29,C,5.5412192345,local,TDS9,TDS9,flow,m3,60871.3,2018-01-28,2018-01-29,40.5
temperature,2018-01-30,C,4.0424296459,local,TDS9,TDS9,energy,MWh,4100.79,2018-01-29,2018-01-30,2.9700000000002547
